Season,Episode,Title,Scene,Person,Said
1,47,Harley and Ivy,LOST AND FOUND,Ivy,"Land-a-goshen, Harleen! This gentleman's come-a-courtin'!"
1,47,Harley and Ivy,LOST AND FOUND,Ivy,"Looks like! - Poor Batman, all dressed up..."
1,47,Harley and Ivy,NO MAN,Ivy,Here we have the typical male aggressor. Fittingly imprisoned within the bonds of female domestic slavery.
1,47,Harley and Ivy,NO MAN,Ivy,"Admit it, darling. You didn't think two women were capable of bringing you down."
1,47,Harley and Ivy,NO MAN,Ivy,"A very enlightened statement, Batman. We'll carve it on your headstone."
1,47,Harley and Ivy,NO MAN,Ivy,So much for self-steem. I hope you realize we're on a toxic waste dump? I'd say you've got ten minutes to clear out before the fumes do you in.
1,47,Harley and Ivy,NO MAN,Ivy,"That's ours, you louse!"
1,47,Harley and Ivy,NO MAN,Ivy,It doesn't work on me.
1,47,Harley and Ivy,NO MAN,Ivy,No man can take us prisoner!
1,36,Almost Got 'Im,THE MEETING,Ivy,We used to date.
1,42,Joker's Wild,BACK AT THE MADHOUSE,Ivy,Hey! We were watching that!
1,50,Robin's Reckoning Part I,THE FLYING GRAYSONS,Jack Haley,"You heard me, get out! I run an honest business here! I don't pay two-bit hoods protection money!"
1,59,Shadow of the Bat Part I,FAKE EVIDENCE,Janet Van Dorn,"True, but we also found deposit receipts for a South American bank. We have to consider him a flight risk."
1,59,Shadow of the Bat Part I,FAKE EVIDENCE,Janet Van Dorn,Maybe you don't know your father as well as you think. Maybe none of us do.
1,59,Shadow of the Bat Part I,FAKE EVIDENCE,Janet Van Dorn,"The evidence is solid, Barbara. Money deposited to your father's name and laundered accounts. Witnesses who swear they saw him take bribes."
1,41,"If You're So Smart, Why Aren't You Rich?",EDWARD NYGMA,Janitor,"""Was"" is right."
1,20,I've Got Batman in My Basement,THE HEIST,Jay,"Hehehe! A piece of cake, just like the boss said."
1,20,I've Got Batman in My Basement,ENTER PENGUIN,Jay,I don't like it.
1,20,I've Got Batman in My Basement,ENTER PENGUIN,Jay,What's that?
1,20,I've Got Batman in My Basement,ENTER PENGUIN,Jay,"Ugh... Boss, he gives me the willies."
1,20,I've Got Batman in My Basement,PENGUIN ON THE LOOKOUT,Jay,"But Boss, what about the batman?"
1,20,I've Got Batman in My Basement,PENGUIN STRIKES,Jay,I don't think anyone's home.
1,20,I've Got Batman in My Basement,PENGUIN STRIKES,Jay,"Hey Raven, you oka -- aaahh!!"
1,35,I Am the Night,PROMISES,Jazzman,"I've been waiting a long time to play ""taps"" on Gordon."
1,35,I Am the Night,CONCERN,Jazzman,Let's just say it was time to pay the piper.
1,35,I Am the Night,TRIBULATION,Jazzman,It ain't going to trial. They got enough on me to play the funeral march.
1,35,I Am the Night,TRIBULATION,Jazzman,Not out of Gotham. Not yet. First I make sure Gordon's got a one way ticket to harp land.
1,35,I Am the Night,TRIBULATION,Jazzman,"Gordon busted me six years ago! Would've been the best score of my life! I owe him, big time!"
1,35,I Am the Night,HERO,Jazzman,"Time to face the (musing), Gordon."
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Jekko,"Did someone say food? - I'm the guy with the goodies! -- Mayor Hill, I presume. Jekko! Jekko the magnifissssscent."
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Jekko,(Shows the joy buzzer on his hand to Jordan) Always get the party a charge! - It's SHOWTIME!
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Jekko,Thank you! Thank you!
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Jekko,From the great Proscuitto! Now there was a ham!
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Jekko,"Well, there are three steps! Step one"
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Jekko,"Sure, birthday boy! I'm saving the best for last..."
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Jekko,Oohh. Too bad for birthday boy. This last trick is pure dynamite! (Pulls a dynamite disguised as a candle) TA-DAA!
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Jekko,"It's a birthday candle, Einstein! (sotto) Except this one blows you out. HaHa Hehe. Now, scoop you kids. Show's over. Go find some goodies! This gig's for the grown-ups hahaha.... (turns on the candle) It's time for Jordan to make his wish; (sotto) and mine too..."
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Jekko,Keep watching and I'll...get the birthday brat!
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Jekko,"So long, Mayor! Gotta go! But I left off with a bang! HAHAHAHAHA!"
1,11,Be a Clown,JORDAN'S ESCAPE AND JOKER'S HIDEOUT,Jekko,Some maniac jumped me! Stole my wagon and my costume!
1,11,Be a Clown,JORDAN'S ESCAPE AND JOKER'S HIDEOUT,Jekko,You did WHAT?!?!??
1,24,Mad as a Hatter,JERVIS TETCH,Jervis Tetch,"(after a mouse drops a tiny tea cup) Oh dear! Such table manners! Perhaps I can make you act a bit more civilized! Haha! Bravo! Haha! They all laughed when I said I'd find a way to tap in other creatures's mind! Why, with this band and these electrodes, I could control anything!"
1,24,Mad as a Hatter,JERVIS TETCH,Jervis Tetch,Curiouser and curiouser.
1,34,Cat Scratch Fever,MISSING CAT,Jessy,"Flea bags! Dirty lousy stinkin' flea bags! Get 'em, Paunch! - Come to momma, you disgusting furball!"
1,34,Cat Scratch Fever,MISSING CAT,Jessy,Catching strays! What's it to you?
1,34,Cat Scratch Fever,MISSING CAT,Jessy,None o' your business! So kiss off!
1,34,Cat Scratch Fever,MISSING CAT,Jessy,"You asked for it, sister!"
1,34,Cat Scratch Fever,MISSING CAT,Jessy,Paunch! Do something!
1,34,Cat Scratch Fever,MISSING CAT,Jessy,"Laugh this off, sister! - Nail her! - Paunch? Hey! You can't do this to me!"
1,34,Cat Scratch Fever,MISSING CAT,Jessy,She jumped us! I wanna press charges!
1,34,Cat Scratch Fever,MISSING CAT,Jessy,Stealing from whom? You dumb cluck! They're strays. We were just rounding them up to find them good homes when this maniac attacked us!
1,34,Cat Scratch Fever,CAT SCRATCH FEVER,Jessy,Wow! Lookit what the cat dragged in!
1,34,Cat Scratch Fever,CAT SCRATCH FEVER,Jessy,"Nothing compared with what we're gonna do to you, pussycat! - Let's skin that cat!"
1,34,Cat Scratch Fever,BIO-WARFARE,Jessy,Ha! He's dog meat!
1,34,Cat Scratch Fever,BIO-WARFARE,Jessy,Just let him show those pointy little ears!
1,34,Cat Scratch Fever,BIO-WARFARE,Jessy,Guy's gotta be an ice cube by now!
1,15,The Last Laugh,JOKER'S VICTORY AND DEATH TRAP,Jest,What are we waiting for?
1,21,Vendetta,THE ARREST OF BULLOCK,Joey Martin,NO! KEEP AWAY FROM ME!
1,21,Vendetta,THE CROCODILE'S LAIR,Joey Martin,Get us out of here! (Batman hushes them) - No telling what he'll do!
1,21,Vendetta,THE ARREST OF BULLOCK,Joey Martin,W-w-w-who's there?
1,50,Robin's Reckoning Part I,THE FLYING GRAYSONS,John Grayson,"Okay Dick, you ready?"
1,37,Moon of the Wolf,PARK FIGHT,John Hamner,"Hey, what's with you?"
1,49,Zatanna (episode),ZATARA,John Smith,Same here. It was an honor to study with you Zatara.
1,49,Zatanna (episode),ZATARA,John Smith,You could've send me away.
1,49,Zatanna (episode),ZATARA,John Smith,"Thanks for everything, sir."
1,49,Zatanna (episode),ZATARA,John Smith,I'm leaving for Japan tomorrow. There's still a lot I have to learn.
1,49,Zatanna (episode),ZATARA,John Smith,Joker...
1,49,Zatanna (episode),ZATARA,John Smith,"Look, I dunno the future, but I know I'll see you again someday, Zanna."
1,49,Zatanna (episode),ZATARA,John Smith,I'll write you.
1,49,Zatanna (episode),ZATARA,John Smith,I promise.
1,49,Zatanna (episode),ZATARA,John Smith,What?
1,14,Heart of Ice,MISTER FREEZE,Johnny,Ah!
1,14,Heart of Ice,MISTER FREEZE,Johnny,Don't leave me! Please! Please! COME BACK! -- HELP! PLEASE! s-s-so c-c-cold.
1,3,Christmas with the Joker,"CHRISTMAS IN ARKHAM ASYLUM; SINGING ""JINGLE BELLS""",Joker,Jingle bells! Batman smells! Robin laid an egg! The Batmobile lost a wheel and the Jo-ker got a-wa-a-a-ay!
1,3,Christmas with the Joker,"CHRISTMAS IN ARKHAM ASYLUM; SINGING ""JINGLE BELLS""",Joker,"Crashing through the roof, in a one-horse open tree. Busting out I go, laughing all the wheeeee! Ha Ha Ha Ha Ha!"
1,3,Christmas with the Joker,BACK IN WAYNE MANOR,Joker,"Joker here! Greetings Gotham and Merry Christmas! I hope you're watching, Batman, this one's for you...Ha Ha Ha Ha --- HA HA HA HA HA!"
1,3,Christmas with the Joker,JOKER'S CHRISTMAS SPECIAL SHOW,Joker,"Live from Gotham City! The show that nobody wants to see, but everyone will watch! Yes, it's 'Christmas With The Joker'!!! -- And now, let's welcome our host, the clown prince of crime, The Joker!! -- Greetings from Gotham City! And welcome to the first annual ""Christmas with the Joker""! --(audio tape track cheering) Oh, thank you, thank you, thank you, very much! Have I got a show for you tonight. Is loaded with surprises and mystery guests and Christmas (jeer?)"
1,3,Christmas with the Joker,JOKER'S CHRISTMAS SPECIAL SHOW,Joker,"Oh, Batman!?! J hope you're watching, cuz I have a very special surprise for you...--Rumor has it, Christmas is a time to share with family."
1,3,Christmas with the Joker,JOKER'S CHRISTMAS SPECIAL SHOW,Joker,(sadly) And since I don't have one of my own...
1,3,Christmas with the Joker,JOKER'S CHRISTMAS SPECIAL SHOW,Joker,(wickedly) I decided to steal one!
1,3,Christmas with the Joker,JOKER'S CHRISTMAS SPECIAL SHOW,Joker,And here they are
1,3,Christmas with the Joker,JOKER'S CHRISTMAS SPECIAL SHOW,Joker,Aren't they just the cutest family you've ever seen?
1,3,Christmas with the Joker,JOKER'S CHRISTMAS SPECIAL SHOW,Joker,Meet Daddy Lawful! (takes the gag from Gordon)
1,3,Christmas with the Joker,JOKER'S CHRISTMAS SPECIAL SHOW,Joker,Hmm. Looks like I'll have to teach Daddy some manners. And here's Mommy Lawful! (takes the gag from Summer)
1,3,Christmas with the Joker,JOKER'S CHRISTMAS SPECIAL SHOW,Joker,Ho ho ho isn't she jolly. And here we have little Baby Lawful! Coochie coochie coo! (takes gag from Bullock)
1,3,Christmas with the Joker,JOKER'S CHRISTMAS SPECIAL SHOW,Joker,"I'll bet Batman wishes he had a family just like mine. Personally I think relatives are a bore, so Batman can have them if he can find them by midnight!...Otherwise (Joker cuts his neck with his finger) Ha Ha Ha HAHAHAHA!!"
1,3,Christmas with the Joker,LAFFY AND THE BLOWED UP BRIDGE,Joker,Ho ho! I'm just that kind of guy.
1,3,Christmas with the Joker,LAFFY AND THE BLOWED UP BRIDGE,Joker,"It has everything, even train and bridges."
1,3,Christmas with the Joker,LAFFY AND THE BLOWED UP BRIDGE,Joker,"Well, in that case lets go live to Donner & Blitzen at the presidents bridge. (Approaches to the TV) Greetings Donner; how about singing us a merry tune while you blow up the bridge."
1,3,Christmas with the Joker,LAFFY AND THE BLOWED UP BRIDGE,Joker,The fun has just begun...the 11
1,3,Christmas with the Joker,LAFFY AND THE BLOWED UP BRIDGE,Joker,"Oh look Laffy, mommy Lawful has something to say."
1,3,Christmas with the Joker,LAFFY AND THE BLOWED UP BRIDGE,Joker,"Your mother? Well, that's different then! (puts the gag back)"
1,3,Christmas with the Joker,LAFFY AND THE BLOWED UP BRIDGE,Joker,Then let's get rid of them. (Pushes a button and destroys the carboard audience of his show)
1,3,Christmas with the Joker,THE OBSERVATORY ATTACK,Joker,"Merry Christmas, Batman! I'm so glad you could join us."
1,3,Christmas with the Joker,THE OBSERVATORY ATTACK,Joker,"Oh, just a little holiday entertainment, Batman! -- I'm sure all the folks at home will enjoy sharing this special occasion. -- Ladies and Gentlemen! Boys and Girls! Live, from the top of Mount Gotham. The death of Batman! -- (Cannon starts shooting at Batman and Robin) When you care enough, to send a very blast! - We'll return in just a moment, but first a word from our sponsor!"
1,3,Christmas with the Joker,THE OBSERVATORY ATTACK,Joker,Oops! Looks like we're experiencing technical difficulties...but don't worry folks; we're still on the air. -- Oh no! Our cannon seems to be out of control! Gotham City could be in serious danger! (Cannon starts shooting everywhere in the city)
1,3,Christmas with the Joker,FINAL SHOWDOWN,Joker,"But wait! We have another present to open! Let's not keep mommy Lawful waiting! (Donner takes Summer to Joker, in front of a big present) Too bad Batman is such a party-pooper, maybe he doesn't know how to get here! ALL dressed up, with nowhere to go...Well, I wonder what mommy Lawful is getting for Christmas!? (Summer opens the gift) Uh hu hu hu! The suspense is killing me! Is it...?-gasp-...Can it be...? OH YES! It's a Betty Blooper doll! And what do Betty Blooper dolls do? (Puts the doll on the Gotham model) Why, you just wind them up and they wreack havoc on Gotham City! HAHAHAHAHAHAH"
1,3,Christmas with the Joker,FINAL SHOWDOWN,Joker,"I'll save you the trouble, Batman. Come and get your Christmas present, or the kiddies get it."
1,3,Christmas with the Joker,FINAL SHOWDOWN,Joker,"Merry Christmas, Batman! (tosses the present to Batman) Well, come on...open it!"
1,3,Christmas with the Joker,FINAL SHOWDOWN,Joker,HAHAHAHAHAHAHa----I can't stand it....
1,3,Christmas with the Joker,FINAL SHOWDOWN,Joker,"Run, run as fast as you can, you'll not catch me, I'm the Jokerman....(runs into a rollerblade and almost falls to his death)"
1,3,Christmas with the Joker,FINAL SHOWDOWN,Joker,Bah! Humbug!
1,3,Christmas with the Joker,BACK TO NORMALITY,Joker,"(singing ""Tis The Season To Be Jolly in a deranged way)---Merry Christmas...."
1,7,Joker's Favor,CHARLIE COLLINS,Joker,"There's your two cents! Now, what are you going to do to me?"
1,7,Joker's Favor,CHARLIE COLLINS,Joker,"Now, look, my rude friend, we can't have people cursing at each on the freeway. It's simply not polite! (jumps and grabs Charlie) I'm just going to have to teach you some manners."
1,7,Joker's Favor,CHARLIE COLLINS,Joker,"Anything, says you?"
1,7,Joker's Favor,CHARLIE COLLINS,Joker,Okie-dokie! - Wallet.
1,7,Joker's Favor,CHARLIE COLLINS,Joker,"Oh, please! Don't insult me! (Reads the ID) Charles Michael Collins. That's you! Tsk-tsk, lousy picture tho, lousy! Address, height, weight, bla, bla, bla. Right-e-o, Chuckles! Here's the deal, I let you off if you promise to do a little favor for me!"
1,7,Joker's Favor,CHARLIE COLLINS,Joker,"I DON'T KNOW! I haven't thought of it yet! You just toddle on back to your mundane, meaningless little life and when I need you, I'll call. Fair? Good. Great! I'll be in touch. HeHeHeHe"
1,7,Joker's Favor,MEET HARLEY,Joker,I arranged another early parole as soon as I heard about Gordon's testimonial. Phoo!
1,7,Joker's Favor,MEET HARLEY,Joker,"I ask you Harley, who's given more hours of amusement to the Gotham Police Force than me?"
1,7,Joker's Favor,MEET HARLEY,Joker,I deserve...nay... DEMAND the right to honor our dear commissioner as well.
1,7,Joker's Favor,MEET HARLEY,Joker,"No, no. Just an old friend, who's dying to do me a favor!"
1,7,Joker's Favor,MEET HARLEY,Joker,"Hello, Charlie."
1,7,Joker's Favor,MEET HARLEY,Joker,"Oh, no no no. This is the right number. Charles Michael Collins, oh I don't know why you changed your name to Don Wallace and moved your family to 12 Marigold Lane, Springdale - Ohio. One might think you were trying yo skip out on our little deal. Leave the sideburns"
1,7,Joker's Favor,MEET HARLEY,Joker,"Oh, I never lost you, Charles! You've become my hobby! HA HA AHHAHAHA Now, listen up, Charlie Brown! You'll book on the next flight to Gotham. Tell the family you have to visit a sick friend. Oh, and let's keep this to ourselves, K? Bad things happen to people who gossip. Capice, Carlo?"
1,7,Joker's Favor,MEET HARLEY,Joker,Good! See ya!
1,7,Joker's Favor,JOKER'S FAVOR,Joker,"Jumping Jiminy Christmas! Charlie Collins. It’s been forever. How are you man? You look great! Lost a little weight. Lost a little hair, too. HAHA Oh, Charlie! Charlie, Charlie Charlie! So, ready to do me that little favor?"
1,7,Joker's Favor,JOKER'S FAVOR,Joker,"Not to worry, Chuckers! As soon as you've done my favor, I'll send you right back home! I promise! - O-Kay, Chaz. When Harley knocks on the door three times you open it."
1,7,Joker's Favor,JOKER'S FAVOR,Joker,That's it.
1,7,Joker's Favor,JOKER'S FAVOR,Joker,"Well, look at the size of that cake, man! She can't open the door and push it in all at once! Think!"
1,7,Joker's Favor,THE TESTIMONIAL ATTACK,Joker,"Ye-es! Another stunning Joker entrance leaves the crowd speechless! Let's hear it for him, folks!"
1,7,Joker's Favor,THE TESTIMONIAL ATTACK,Joker,"Comm-m-m-m-m-missioner! I'm here to present you with a small token of affection from me and all the guys doing 25 to life! (Harley affixes a bomb to the Commissioner) Wear it in good health, all remaining 59 seconds of it! Toodles!"
1,7,Joker's Favor,THE TESTIMONIAL ATTACK,Joker,"I never said ""alive""!"
1,7,Joker's Favor,THE TESTIMONIAL ATTACK,Joker,"Sayonara, sucker!"
1,7,Joker's Favor,BATMAN SAVES THE DAY,Joker,Guess I'll have to find a new hobby now that old Charlie Collins is... Pfft!
1,7,Joker's Favor,BATMAN SAVES THE DAY,Joker,"That came from outside! Rocco, Henshaw! I smell a bat! Quick! To the van!"
1,7,Joker's Favor,BATMAN SAVES THE DAY,Joker,"Ookay, we'll tough it out here."
1,7,Joker's Favor,BATMAN SAVES THE DAY,Joker,Ingenious the way they reconstructed this temple. Completely accurate! Right down to the poisoned tip darts! - The dropaway floor is a nice touch too. - Catch!
1,7,Joker's Favor,CHARLIE BREAKS FREE,Joker,"Oh, come on!"
1,7,Joker's Favor,CHARLIE BREAKS FREE,Joker,"You miserable little nobody! If I get caught, your wife and son are history!"
1,7,Joker's Favor,CHARLIE BREAKS FREE,Joker,"Look, Charlie, you've had a busy day! All this running around, all this excitement with BATMAN!! Stop! You're crazy!"
1,7,Joker's Favor,CHARLIE BREAKS FREE,Joker,No! Batman! BAATMAAN!! How long have you been there?
1,7,Joker's Favor,CHARLIE BREAKS FREE,Joker,"Alright, you win. Take it easy, here's everything on his blasted family. Names, addresses, it's all there! You're not fun anymore, Charlie."
1,7,Joker's Favor,CHARLIE BREAKS FREE,Joker,"(Annoyed) Ooh, very funny... a million laughs."
1,11,Be a Clown,MAYOR HILL'S SECURITY SPEECH,Joker,What?! Compare me to Batman!? I've got more style! More brains! I'm certainly a better dresser.
1,11,Be a Clown,MAYOR HILL'S SECURITY SPEECH,Joker,"Oh, really? Well, we'll just see how safe your mansion is, you badly bonehead..."
